description,nof_floor,garage,garden,backdoor,nof_bathroom,nof_room,h_id
"163 Eastern Ave in Worcester, MA was built in 1910 with a total of 4221 sq ft. The current listing price for this property is 63900 with a per sq ft price of 15.14. The property has 2 floors, 8 bedrooms, 1 bathrooms, and 0 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: 1290 E via Ramp to Worcester, Exit 17 for Mass 9 toward Ware/Framingham, R Belmont St, L Eastern Ave. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,3,15,205
"27 Shaffner St in Worcester, MA was built in 1898 with a total of 2850 sq ft. The current listing price for this property is 169900 with a per sq ft price of 59.61. The property has 2 floors, 15 bedrooms, 3 bathrooms, and 2 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Shaffner St on Left. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,3,10,206
"48 Knapp ave in Worcester, MA was built in 1990 with a total of 1278 sq ft. The current listing price for this property is 199900 with a per sq ft price of 156.42. The property has 2 floors, 10 bedrooms, 3 bathrooms, and 2 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Salisbury st to Barry take R, then take R onto Toronto st, first  R onto Knapp ave.#48.. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,7,207
"649A Lincoln St in Worcester, MA was built in 2001 with a total of 1278 sq ft. The current listing price for this property is 129900 with a per sq ft price of 101.64. The property has 2 floors, 7 bedrooms, 2 bathrooms, and 1 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: OFF 290 TO EXIT 21 TO LINCOLN ST. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,5,208
"87-1/2 Eastern Ave in Worcester, MA was built in 1890 with a total of 1591 sq ft. The current listing price for this property is 69900 with a per sq ft price of 43.93. The property has 2 floors, 5 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: off Belmont Street. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,1,8,209
"7 Mckinley Rd in Worcester, MA was built in 1890 with a total of 1496 sq ft. The current listing price for this property is 74900 with a per sq ft price of 50.07. The property has 2 floors, 8 bedrooms, 1 bathrooms, and 0 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Off Lincoln St. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,8,210
"7 Chadwick St in Worcester, MA was built in 1892 with a total of 1628 sq ft. The current listing price for this property is 89900 with a per sq ft price of 55.22. The property has 2 floors, 8 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the Lakeview  Neigborhood Worcester, MA-. Directions: GROVE TO CHADWICK. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,9,211
"29 Clearview Ave in Worcester, MA was built in 1913 with a total of 2187 sq ft. The current listing price for this property is 185000 with a per sq ft price of 84.59. The property has 2 floors, 9 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the  Neigborhood Worcester, MA-Burncoat Senior. Directions: Burncoat St. to Clearview Ave.. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,8,212
"37 Nome Street in Worcester, MA was built in 1989 with a total of 1440 sq ft. The current listing price for this property is 167900 with a per sq ft price of 116.6. The property has 2 floors, 8 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Use Map Quest. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,6,213
"18-A EDGEWORTH ST in Worcester, MA was built in 2005 with a total of 1113 sq ft. The current listing price for this property is 129900 with a per sq ft price of 116.71. The property has 2 floors, 6 bedrooms, 2 bathrooms, and 1 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Off Grove, North, Milton right on Edgeworth. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,6,214
"186 Chester Street in Worcester, MA was built in 1953 with a total of 1380 sq ft. The current listing price for this property is 222500 with a per sq ft price of 161.23. The property has 2 floors, 6 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Grove Street to Chester. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,1,8,215
"56 Romola Rd in Worcester, MA was built in 1960 with a total of 1150 sq ft. The current listing price for this property is 159900 with a per sq ft price of 139.04. The property has 2 floors, 8 bedrooms, 1 bathrooms, and 1 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Nelson Place to Hapgood to Romola or Handcock Hill to Romola. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,7,216
"8 Naumaan Lane in Worcester, MA was built in 2013 with a total of 1700 sq ft. The current listing price for this property is 254900 with a per sq ft price of 149.94. The property has 2 floors, 7 bedrooms, 2 bathrooms, and 1 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Burncoat or East Mountain St. to Clark St. to Fatima Lane. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,3,8,217
"5 Naumaan Lane in Worcester, MA was built in 2013 with a total of 1700 sq ft. The current listing price for this property is 259900 with a per sq ft price of 152.88. The property has 2 floors, 8 bedrooms, 3 bathrooms, and 2 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Burncoat or East Mountain St. to Clark St. to Fatima Lane. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,3,8,218
"9 Naumaan Lane in Worcester, MA was built in 2013 with a total of 1700 sq ft. The current listing price for this property is 254900 with a per sq ft price of 149.94. The property has 2 floors, 8 bedrooms, 3 bathrooms, and 1 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Burncoat or East Mountain St. to Clark St. to Fatima Lane. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,3,8,219
"3 Naumaan Lane in Worcester, MA was built in 2012 with a total of 1700 sq ft. The current listing price for this property is 259900 with a per sq ft price of 152.88. The property has 2 floors, 8 bedrooms, 3 bathrooms, and 2 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Burncoat or East Mountain St. to Clark St. to Fatima Lane. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,3,8,220
"65 E Mountain St in Worcester, MA was built in 1919 with a total of 1485 sq ft. The current listing price for this property is 109900 with a per sq ft price of 74.01. The property has 2 floors, 8 bedrooms, 3 bathrooms, and 0 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: see googlemaps. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,7,221
"19 Boxford Street in Worcester, MA was built in 2012 with a total of 1210 sq ft. The current listing price for this property is 199800 with a per sq ft price of 165.12. The property has 2 floors, 7 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: W. Boylston St to Brooks Ave to Mount Ave to Boxford St or  290 to 190  to Brooks to Mt to Boxford. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,6,222
"1 Christine Street in Worcester, MA was built in 1965 with a total of 1134 sq ft. The current listing price for this property is 120000 with a per sq ft price of 105.82. The property has 2 floors, 6 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Burncoat to Blue hill to Christine. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,1,5,223
"59 Osceola in Worcester, MA was built in 1964 with a total of 1800 sq ft. The current listing price for this property is 164134 with a per sq ft price of 91.19. The property has 2 floors, 5 bedrooms, 1 bathrooms, and 2 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Burncoat st. to CLARK to OSCEOLA. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,3,10,224
"116 HOLDEN in Worcester, MA was built in 1950 with a total of 1422 sq ft. The current listing price for this property is 175900 with a per sq ft price of 123.7. The property has 2 floors, 10 bedrooms, 3 bathrooms, and 1 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Grove to Holden St.. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,6,225
"680 Burncoat St in Worcester, MA was built in 1920 with a total of 1448 sq ft. The current listing price for this property is 99900 with a per sq ft price of 68.99. The property has 2 floors, 6 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the Burncoat Neigborhood Worcester, MA-. Directions: Burncoat Street near West Boylston line.. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,1,6,226
"154 Ararat Street in Worcester, MA was built in 1945 with a total of 1278 sq ft. The current listing price for this property is 159000 with a per sq ft price of 124.41. The property has 2 floors, 6 bedrooms, 1 bathrooms, and 1 parking spaces. The property is located in the Indian Lake Neigborhood Worcester, MA-. Directions: RT I-190   OR    HOLDEN ST  TO   ARARAT. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,1,7,227
"9 Proctor St in Worcester, MA was built in 1946 with a total of 1110 sq ft. The current listing price for this property is 104900 with a per sq ft price of 94.5. The property has 2 floors, 7 bedrooms, 1 bathrooms, and 0 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Off Huntington Avenue Off West Boylston Street. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,1,4,228
"27 Elnora Dr in Worcester, MA was built in 1977 with a total of 1632 sq ft. The current listing price for this property is 218000 with a per sq ft price of 133.58. The property has 2 floors, 4 bedrooms, 1 bathrooms, and 1 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: Burncoat St to Rexhame to Elnora OR Lincoln St to Beverly Rd to Rexhame to Elnora. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,3,6,229
"42 Santoro Rd in Worcester, MA was built in 1987 with a total of 1188 sq ft. The current listing price for this property is 194500 with a per sq ft price of 163.72. The property has 2 floors, 6 bedrooms, 3 bathrooms, and 1 parking spaces. The property is located in the  Neigborhood Worcester, MA-Burncoat. Directions: Burncoat St to Santoro Rd. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,6,230
"48 Uncatena in Worcester, MA was built in 1929 with a total of 1001 sq ft. The current listing price for this property is 71500 with a per sq ft price of 71.43. The property has 2 floors, 6 bedrooms, 2 bathrooms, and 3 parking spaces. The property is located in the Summit Neigborhood Worcester, MA-. Directions: Rt 12  to Clark to Uncatena. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,1,6,231
"34 Fales St in Worcester, MA was built in 1923 with a total of 1679 sq ft. The current listing price for this property is 99900 with a per sq ft price of 59.5. The property has 2 floors, 6 bedrooms, 1 bathrooms, and 0 parking spaces. The property is located in the Greendale Neigborhood Worcester, MA-. Directions: Fales runs betwn. W. Boylston St. (RT 12) & Burncoat St. Just south of Quinsigammond College. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,2,7,232
"131 Ararat St in Worcester, MA was built in 1928 with a total of 1116 sq ft. The current listing price for this property is 112000 with a per sq ft price of 100.36. The property has 2 floors, 7 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the  Neigborhood Worcester, MA-. Directions: 190-Ararat. Please contact emily who at ghi@jkl.com if interested.",2,0x796573,0x796573,0x796573,1,5,233
